produto,categoria,cliente,vendedor,data_venda,faturamento
Mouse,Eletrônicos,Vitória,Eduardo,2024-10-21,175.0
Mouse,Eletrônicos,Vitória,Eduardo,2024-11-18,332.68
Mouse,Eletrônicos,Yago,Ana,2024-03-05,315.08
Mouse,Eletrônicos,Yago,Carlos,2024-10-04,146.58
Mouse,Eletrônicos,Yago,Eduardo,2024-08-02,237.39
Mouse,Eletrônicos,Yasmin,Ana,2024-02-19,238.26
Mouse,Eletrônicos,Yasmin,Daniela,2024-06-19,225.75
Mouse,Eletrônicos,Yasmin,Eduardo,2024-01-09,253.86
Mouse,Eletrônicos,Yuri,Bruno,2024-05-26,80.44
Mouse,Eletrônicos,Yuri,Carlos,2024-03-16,78.07
Mouse,Eletrônicos,Yuri,Carlos,2024-07-07,261.03000000000003
Mouse,Eletrônicos,Yuri,Daniela,2024-02-18,229.49
Mouse,Eletrônicos,Yuri,Daniela,2024-11-20,227.10000000000002
Mouse,Eletrônicos,Yuri,Eduardo,2024-10-06,328.88
Mouse,Eletrônicos,Zoe,Eduardo,2024-08-29,262.08
Mouse,Eletrônicos,Zoe,Eduardo,2024-09-29,337.32
Mouse,Eletrônicos,Ágatha,Ana,2024-11-11,323.36
Mouse,Eletrônicos,Ágatha,Bruno,2024-12-10,87.54
Mouse,Eletrônicos,Ágatha,Carlos,2024-11-13,158.86
Mouse,Eletrônicos,Ágatha,Daniela,2024-09-19,151.86
Mouse,Eletrônicos,Ágatha,Eduardo,2024-05-12,246.99
Mouse,Eletrônicos,Ísis,Carlos,2024-10-18,340.2
Mouse,Eletrônicos,Ísis,Daniela,2024-04-09,335.92
Notebook,Eletrônicos,Agatha,Ana,2024-10-09,11397.06
Notebook,Eletrônicos,Agatha,Bruno,2024-11-06,6741.46
Notebook,Eletrônicos,Agatha,Carlos,2024-09-15,3249.06
Notebook,Eletrônicos,Agatha,Eduardo,2024-10-08,9639.72
Notebook,Eletrônicos,Alana,Daniela,2024-09-13,6375.28
Notebook,Eletrônicos,Alana,Eduardo,2024-02-05,7557.02
Notebook,Eletrônicos,Alana,Eduardo,2024-03-27,3266.6
Notebook,Eletrônicos,Alana,Eduardo,2024-04-24,7032.98
Notebook,Eletrônicos,Alexandre,Bruno,2024-01-15,3576.08
Notebook,Eletrônicos,Alexandre,Carlos,2024-06-28,13351.8
Notebook,Eletrônicos,Alexia,Ana,2024-02-17,11155.59
Notebook,Eletrônicos,Alexia,Carlos,2024-09-02,3836.78
Notebook,Eletrônicos,Alexia,Eduardo,2024-09-28,7366.16
Notebook,Eletrônicos,Alice,Ana,2024-07-27,11514.48
Notebook,Eletrônicos,Alice,Ana,2024-09-22,9509.19
Notebook,Eletrônicos,Alice,Bruno,2024-11-23,3490.96
Notebook,Eletrônicos,Alice,Carlos,2024-03-24,3780.01
Notebook,Eletrônicos,Alice,Carlos,2024-07-06,3524.58
Notebook,Eletrônicos,Alice,Daniela,2024-04-22,3835.59
Notebook,Eletrônicos,Alice,Daniela,2024-07-17,13733.04
Notebook,Eletrônicos,Alice,Daniela,2024-09-24,10114.86
Notebook,Eletrônicos,Allana,Ana,2024-12-02,13988.0
Notebook,Eletrônicos,Allana,Daniela,2024-03-16,3214.04
Notebook,Eletrônicos,Allana,Daniela,2024-09-23,7430.96
Notebook,Eletrônicos,Allana,Eduardo,2024-07-07,3401.42
Notebook,Eletrônicos,Alícia,Ana,2024-05-04,6557.3
Notebook,Eletrônicos,Alícia,Carlos,2024-06-20,12667.52
Notebook,Eletrônicos,Alícia,Carlos,2024-07-10,3283.19
Notebook,Eletrônicos,Amanda,Carlos,2024-07-05,10931.55
Notebook,Eletrônicos,Amanda,Daniela,2024-06-21,3449.03
Notebook,Eletrônicos,Amanda,Eduardo,2024-10-17,14923.76
Notebook,Eletrônicos,Ana,Ana,2024-12-21,11520.119999999999
Notebook,Eletrônicos,Ana,Carlos,2024-10-22,3729.03
Notebook,Eletrônicos,Ana Beatriz,Carlos,2024-04-26,14972.08
Notebook,Eletrônicos,Ana Beatriz,Daniela,2024-07-05,15145.76
Notebook,Eletrônicos,Ana Beatriz,Eduardo,2024-03-16,7322.06
Notebook,Eletrônicos,Ana Carolina,Ana,2024-01-06,13746.76
Notebook,Eletrônicos,Ana Carolina,Ana,2024-06-02,6847.22
Notebook,Eletrônicos,Ana Carolina,Daniela,2024-02-24,14501.56
Notebook,Eletrônicos,Ana Carolina,Eduardo,2024-06-16,10931.460000000001
Notebook,Eletrônicos,Ana Cecília,Bruno,2024-11-18,14499.88
Notebook,Eletrônicos,Ana Cecília,Daniela,2024-01-11,6407.54
Notebook,Eletrônicos,Ana Cecília,Daniela,2024-03-18,9880.619999999999
Notebook,Eletrônicos,Ana Clara,Ana,2024-07-03,14372.72
Notebook,Eletrônicos,Ana Clara,Daniela,2024-03-26,10990.59
Notebook,Eletrônicos,Ana Clara,Eduardo,2024-08-07,9971.94
Notebook,Eletrônicos,Ana Clara,Eduardo,2024-08-24,9839.28
Notebook,Eletrônicos,Ana Julia,Bruno,2024-01-13,3765.59
Notebook,Eletrônicos,Ana Júlia,Ana,2024-01-16,3734.71
Notebook,Eletrônicos,Ana Júlia,Ana,2024-10-27,14589.2
Notebook,Eletrônicos,Ana Júlia,Bruno,2024-03-11,9519.210000000001
Notebook,Eletrônicos,Ana Júlia,Carlos,2024-09-03,3564.34
Notebook,Eletrônicos,Ana Júlia,Carlos,2024-09-18,7072.9
Notebook,Eletrônicos,Ana Júlia,Daniela,2024-01-04,3451.91
Notebook,Eletrônicos,Ana Júlia,Eduardo,2024-10-24,9913.380000000001
Notebook,Eletrônicos,Ana Laura,Daniela,2024-07-22,14433.8
Notebook,Eletrônicos,Ana Liz,Carlos,2024-03-14,3339.51
Notebook,Eletrônicos,Ana Liz,Carlos,2024-04-02,14269.52
Notebook,Eletrônicos,Ana Liz,Carlos,2024-06-13,3802.95
Notebook,Eletrônicos,Ana Liz,Eduardo,2024-08-03,14285.56
Notebook,Eletrônicos,Ana Liz,Eduardo,2024-10-12,7361.98
Notebook,Eletrônicos,Ana Luiza,Ana,2024-02-19,3534.1
Notebook,Eletrônicos,Ana Luiza,Carlos,2024-02-05,11417.849999999999
Notebook,Eletrônicos,Ana Luiza,Daniela,2024-02-13,6406.7
Notebook,Eletrônicos,Ana Lívia,Carlos,2024-04-21,7438.4
Notebook,Eletrônicos,Ana Lívia,Eduardo,2024-09-05,9609.3
Notebook,Eletrônicos,Ana Sophia,Bruno,2024-04-26,14812.08
Notebook,Eletrônicos,André,Ana,2024-04-14,11419.92
Notebook,Eletrônicos,André,Ana,2024-11-27,3549.52
Notebook,Eletrônicos,André,Carlos,2024-09-20,3166.14
Notebook,Eletrônicos,André,Eduardo,2024-02-16,11085.03
Notebook,Eletrônicos,André,Eduardo,2024-11-03,14553.84
Notebook,Eletrônicos,Anna Liz,Bruno,2024-02-03,14813.92
Notebook,Eletrônicos,Anna Liz,Carlos,2024-07-01,3588.74
Notebook,Eletrônicos,Anna Liz,Daniela,2024-07-18,3496.24
Notebook,Eletrônicos,Anna Liz,Eduardo,2024-02-14,6973.04
Notebook,Eletrônicos,Anna Liz,Eduardo,2024-12-04,7531.6
Notebook,Eletrônicos,Anthony,Ana,2024-08-15,12779.76
Notebook,Eletrônicos,Anthony,Carlos,2024-03-09,14588.8
Notebook,Eletrônicos,Anthony,Eduardo,2024-07-22,6548.92
Notebook,Eletrônicos,Anthony,Eduardo,2024-12-11,3585.78
Notebook,Eletrônicos,Anthony Gabriel,Ana,2024-09-07,10650.03
Notebook,Eletrônicos,Anthony Gabriel,Bruno,2024-09-08,10190.099999999999
Notebook,Eletrônicos,Anthony Gabriel,Carlos,2024-06-02,13192.12
Notebook,Eletrônicos,Anthony Gabriel,Carlos,2024-10-01,7291.46
Notebook,Eletrônicos,Antonella,Bruno,2024-04-15,6643.42
Notebook,Eletrônicos,Antonella,Carlos,2024-04-20,7519.04
Notebook,Eletrônicos,Antony,Ana,2024-06-05,6709.52
Notebook,Eletrônicos,Apollo,Carlos,2024-09-15,15209.12
Notebook,Eletrônicos,Apollo,Eduardo,2024-01-01,14935.6
Notebook,Eletrônicos,Arthur,Bruno,2024-05-04,3451.39
Notebook,Eletrônicos,Arthur,Bruno,2024-05-12,3437.66
Notebook,Eletrônicos,Arthur,Daniela,2024-06-25,14700.44
Notebook,Eletrônicos,Arthur,Eduardo,2024-01-05,3742.01
Notebook,Eletrônicos,Arthur Gabriel,Eduardo,2024-09-19,7125.66
Notebook,Eletrônicos,Arthur Miguel,Bruno,2024-02-11,3155.0
Notebook,Eletrônicos,Arthur Miguel,Carlos,2024-11-10,14645.48
Notebook,Eletrônicos,Arthur Miguel,Eduardo,2024-12-27,14631.16
Notebook,Eletrônicos,Asafe,Ana,2024-07-30,9701.07
Notebook,Eletrônicos,Asafe,Bruno,2024-05-29,14353.48
Notebook,Eletrônicos,Asafe,Bruno,2024-07-28,3613.16
Notebook,Eletrônicos,Asafe,Carlos,2024-05-14,14690.16
Notebook,Eletrônicos,Asafe,Daniela,2024-02-20,11096.07
Notebook,Eletrônicos,Asafe,Daniela,2024-09-17,10853.19
Notebook,Eletrônicos,Asafe,Eduardo,2024-09-07,13902.0
Notebook,Eletrônicos,Augusto,Ana,2024-10-18,3496.2
Notebook,Eletrônicos,Augusto,Eduardo,2024-05-23,13568.8
Notebook,Eletrônicos,Augusto,Eduardo,2024-11-09,7025.98
Notebook,Eletrônicos,Augusto,Eduardo,2024-12-11,3376.17
Notebook,Eletrônicos,Ayla,Carlos,2024-03-16,3498.23
Notebook,Eletrônicos,Ayla,Carlos,2024-08-05,9689.91
Notebook,Eletrônicos,Ayla,Carlos,2024-10-27,7563.96
Notebook,Eletrônicos,Ayla,Carlos,2024-11-05,3715.16
Notebook,Eletrônicos,Ayla,Carlos,2024-11-09,10122.119999999999
Notebook,Eletrônicos,Aylla,Ana,2024-08-02,10292.73
Notebook,Eletrônicos,Aylla,Bruno,2024-05-14,10842.33
Notebook,Eletrônicos,Aylla,Bruno,2024-11-18,3341.67
Notebook,Eletrônicos,Aylla,Carlos,2024-02-18,3354.97
Notebook,Eletrônicos,Aylla,Daniela,2024-11-30,3308.53
Notebook,Eletrônicos,Beatriz,Ana,2024-09-14,11024.7
Notebook,Eletrônicos,Beatriz,Bruno,2024-08-19,10118.43
Notebook,Eletrônicos,Beatriz,Daniela,2024-08-16,14515.84
Notebook,Eletrônicos,Bella,Carlos,2024-03-18,14550.24
Notebook,Eletrônicos,Bella,Daniela,2024-08-26,10155.869999999999
Notebook,Eletrônicos,Bella,Daniela,2024-10-06,7278.74
Notebook,Eletrônicos,Benicio,Bruno,2024-08-03,11163.78
Notebook,Eletrônicos,Benicio,Daniela,2024-06-17,3252.21
Notebook,Eletrônicos,Benjamim,Bruno,2024-01-31,11466.78
Notebook,Eletrônicos,Benjamim,Bruno,2024-04-17,6967.58
Notebook,Eletrônicos,Benjamim,Carlos,2024-04-16,13567.32
Notebook,Eletrônicos,Benjamim,Carlos,2024-05-10,3618.98
Notebook,Eletrônicos,Benjamim,Carlos,2024-09-13,7364.14
Notebook,Eletrônicos,Benjamim,Eduardo,2024-08-31,6806.04
Notebook,Eletrônicos,Benjamim,Eduardo,2024-10-10,11044.56
Notebook,Eletrônicos,Benjamin,Bruno,2024-05-25,11146.95
Notebook,Eletrônicos,Benjamin,Bruno,2024-12-12,3237.66
Notebook,Eletrônicos,Benjamin,Carlos,2024-01-10,14158.76
Notebook,Eletrônicos,Benjamin,Carlos,2024-02-28,3167.94
Notebook,Eletrônicos,Bento,Ana,2024-03-01,3818.05
Notebook,Eletrônicos,Bento,Ana,2024-10-17,3628.61
Notebook,Eletrônicos,Bento,Bruno,2024-11-24,13389.2
Notebook,Eletrônicos,Bento,Carlos,2024-02-25,12969.88
Notebook,Eletrônicos,Bento,Carlos,2024-04-29,3821.21
Notebook,Eletrônicos,Bento,Carlos,2024-05-08,3816.69
Notebook,Eletrônicos,Bento,Carlos,2024-11-12,3496.99
Notebook,Eletrônicos,Bento,Eduardo,2024-11-05,11475.3
Notebook,Eletrônicos,Benício,Ana,2024-01-01,11334.66
Notebook,Eletrônicos,Benício,Bruno,2024-06-14,3781.72
Notebook,Eletrônicos,Benício,Bruno,2024-06-27,3199.2
Notebook,Eletrônicos,Benício,Bruno,2024-10-19,6707.96
Notebook,Eletrônicos,Benício,Daniela,2024-05-03,11412.51
Notebook,Eletrônicos,Benício,Eduardo,2024-09-27,7030.5
Notebook,Eletrônicos,Benício,Eduardo,2024-10-07,3541.08
Notebook,Eletrônicos,Bernardo,Ana,2024-03-03,3481.84
Notebook,Eletrônicos,Bernardo,Ana,2024-11-01,9918.27
Notebook,Eletrônicos,Bernardo,Daniela,2024-01-25,3267.78
Notebook,Eletrônicos,Bernardo,Daniela,2024-08-03,13479.36
Notebook,Eletrônicos,Bernardo,Daniela,2024-08-31,7093.2
Notebook,Eletrônicos,Bianca,Ana,2024-05-09,15326.64
Notebook,Eletrônicos,Bianca,Daniela,2024-10-09,14806.96
Notebook,Eletrônicos,Brayan,Ana,2024-07-28,9732.99
Notebook,Eletrônicos,Brayan,Ana,2024-10-15,3381.24
Notebook,Eletrônicos,Brayan,Ana,2024-11-18,6580.48
Notebook,Eletrônicos,Brayan,Bruno,2024-01-31,14984.28
Notebook,Eletrônicos,Brayan,Daniela,2024-03-28,6551.1
Notebook,Eletrônicos,Brayan,Eduardo,2024-11-24,15070.36
Notebook,Eletrônicos,Brenda,Ana,2024-04-24,11363.25
Notebook,Eletrônicos,Brenda,Carlos,2024-05-21,3741.89
Notebook,Eletrônicos,Brenda,Eduardo,2024-10-26,9799.74
Notebook,Eletrônicos,Breno,Ana,2024-03-09,3826.66
Notebook,Eletrônicos,Breno,Ana,2024-09-10,9726.210000000001
Notebook,Eletrônicos,Breno,Bruno,2024-11-22,14902.24
Notebook,Eletrônicos,Breno,Daniela,2024-08-14,11461.41
Notebook,Eletrônicos,Breno,Daniela,2024-08-19,3481.49
Notebook,Eletrônicos,Bruna,Ana,2024-07-16,13099.12
Notebook,Eletrônicos,Bruna,Bruno,2024-07-06,6815.98
Notebook,Eletrônicos,Bruna,Daniela,2024-03-19,6819.56
Notebook,Eletrônicos,Bruno,Ana,2024-02-22,3375.63
Notebook,Eletrônicos,Bruno,Carlos,2024-07-31,12716.48
Notebook,Eletrônicos,Bruno,Carlos,2024-12-14,10463.099999999999
Notebook,Eletrônicos,Bruno,Daniela,2024-07-23,3520.41
Notebook,Eletrônicos,Bruno,Eduardo,2024-08-19,6369.0
Notebook,Eletrônicos,Bryan,Ana,2024-03-09,13295.44
Notebook,Eletrônicos,Bryan,Bruno,2024-10-09,13237.72
Notebook,Eletrônicos,Bryan,Carlos,2024-02-20,6457.78
Notebook,Eletrônicos,Bryan,Daniela,2024-11-28,7583.94
Notebook,Eletrônicos,Bryan,Eduardo,2024-08-17,7026.64
Notebook,Eletrônicos,Bárbara,Ana,2024-03-03,3289.1
Notebook,Eletrônicos,Bárbara,Eduardo,2024-07-31,6802.6
Notebook,Eletrônicos,Bárbara,Eduardo,2024-10-28,14845.76
Notebook,Eletrônicos,Bárbara,Eduardo,2024-11-03,14188.08
Notebook,Eletrônicos,Caio,Bruno,2024-10-10,9641.82
Notebook,Eletrônicos,Caio,Carlos,2024-10-24,3694.93
Notebook,Eletrônicos,Caio,Daniela,2024-02-03,3587.78
Notebook,Eletrônicos,Caio,Eduardo,2024-06-11,14795.76
Notebook,Eletrônicos,Caleb,Bruno,2024-12-11,6835.92
Notebook,Eletrônicos,Caleb,Eduardo,2024-09-19,15115.08
Notebook,Eletrônicos,Caleb,Eduardo,2024-12-08,10085.94
Notebook,Eletrônicos,Calebe,Eduardo,2024-12-28,13531.88
Notebook,Eletrônicos,Camila,Bruno,2024-02-02,3642.0
Notebook,Eletrônicos,Camila,Carlos,2024-02-04,3295.79
Notebook,Eletrônicos,Camila,Carlos,2024-04-07,6491.94
Notebook,Eletrônicos,Camila,Carlos,2024-05-14,7362.26
Notebook,Eletrônicos,Camila,Eduardo,2024-08-01,13882.4
Notebook,Eletrônicos,Carlos Eduardo,Ana,2024-01-01,9692.099999999999
Notebook,Eletrônicos,Carlos Eduardo,Ana,2024-12-02,7483.14
Notebook,Eletrônicos,Carlos Eduardo,Bruno,2024-04-07,7477.84
Notebook,Eletrônicos,Carlos Eduardo,Bruno,2024-09-01,9658.02
Notebook,Eletrônicos,Carlos Eduardo,Carlos,2024-04-18,7534.36
Notebook,Eletrônicos,Carlos Eduardo,Daniela,2024-06-25,13910.92
Notebook,Eletrônicos,Carlos Eduardo,Daniela,2024-06-30,3385.18
Notebook,Eletrônicos,Carlos Eduardo,Daniela,2024-07-26,7507.74
Notebook,Eletrônicos,Carlos Eduardo,Eduardo,2024-12-07,11093.58
Notebook,Eletrônicos,Carolina,Ana,2024-08-09,14080.0
Notebook,Eletrônicos,Carolina,Bruno,2024-06-18,7135.3
Notebook,Eletrônicos,Carolina,Eduardo,2024-03-07,13676.64
Notebook,Eletrônicos,Carolina,Eduardo,2024-08-26,10524.51
Notebook,Eletrônicos,Caroline,Ana,2024-01-26,14335.24
Notebook,Eletrônicos,Caroline,Bruno,2024-02-04,15112.92
Notebook,Eletrônicos,Caroline,Bruno,2024-11-27,10259.64
Notebook,Eletrônicos,Caroline,Carlos,2024-01-26,12754.84
Notebook,Eletrônicos,Catarina,Ana,2024-04-04,3809.67
Notebook,Eletrônicos,Catarina,Bruno,2024-07-04,3482.18
Notebook,Eletrônicos,Catarina,Carlos,2024-03-20,6741.4
Notebook,Eletrônicos,Catarina,Carlos,2024-06-27,15077.64
Notebook,Eletrônicos,Catarina,Daniela,2024-03-21,9793.5
Notebook,Eletrônicos,Catarina,Eduardo,2024-05-22,3555.45
Notebook,Eletrônicos,Cauã,Ana,2024-01-20,13443.24
Notebook,Eletrônicos,Cauã,Carlos,2024-04-16,14098.08
Notebook,Eletrônicos,Cauã,Eduardo,2024-10-23,3219.46
Notebook,Eletrônicos,Cauê,Ana,2024-07-23,3834.65
Notebook,Eletrônicos,Cauê,Carlos,2024-02-15,9805.05
Notebook,Eletrônicos,Cauê,Carlos,2024-07-31,9880.26
Notebook,Eletrônicos,Cauê,Daniela,2024-05-16,10504.23
Notebook,Eletrônicos,Cauê,Daniela,2024-07-05,9466.83
Notebook,Eletrônicos,Cecilia,Bruno,2024-02-17,10464.03
Notebook,Eletrônicos,Cecilia,Carlos,2024-09-06,3435.52
Notebook,Eletrônicos,Cecilia,Carlos,2024-11-22,10364.34
Notebook,Eletrônicos,Cecília,Ana,2024-08-15,3360.86
Notebook,Eletrônicos,Cecília,Bruno,2024-01-09,7591.4
Notebook,Eletrônicos,Cecília,Bruno,2024-07-26,10084.89
Notebook,Eletrônicos,Clara,Carlos,2024-09-19,7253.3
Notebook,Eletrônicos,Clarice,Ana,2024-12-06,14601.16
Notebook,Eletrônicos,Clarice,Carlos,2024-01-24,3659.02
Notebook,Eletrônicos,Clarice,Carlos,2024-05-25,7154.46
Notebook,Eletrônicos,Clarice,Carlos,2024-12-28,12878.04
Notebook,Eletrônicos,Daniela,Bruno,2024-12-30,14789.4
Notebook,Eletrônicos,Daniela,Carlos,2024-03-09,6708.32
Notebook,Eletrônicos,Daniela,Carlos,2024-05-04,3662.91
Notebook,Eletrônicos,Danilo,Ana,2024-03-14,7530.52
Notebook,Eletrônicos,Danilo,Bruno,2024-01-14,14233.8
Notebook,Eletrônicos,Danilo,Carlos,2024-12-28,6858.1
Notebook,Eletrônicos,Danilo,Daniela,2024-09-18,11341.47
Notebook,Eletrônicos,Danilo,Eduardo,2024-02-11,10239.36
Notebook,Eletrônicos,Danilo,Eduardo,2024-12-01,7306.88
Notebook,Eletrônicos,Dante,Ana,2024-07-16,6311.32
Notebook,Eletrônicos,Dante,Eduardo,2024-07-04,3744.13
Notebook,Eletrônicos,Davi,Ana,2024-05-04,10217.76
Notebook,Eletrônicos,Davi,Bruno,2024-06-18,7660.06
Notebook,Eletrônicos,Davi,Carlos,2024-10-19,13429.76
Notebook,Eletrônicos,Davi Lucas,Ana,2024-08-01,3805.06
Notebook,Eletrônicos,Davi Lucas,Carlos,2024-02-22,14332.28
Notebook,Eletrônicos,Davi Lucas,Carlos,2024-03-15,3416.66
Notebook,Eletrônicos,Davi Lucas,Eduardo,2024-05-01,11199.150000000001
Notebook,Eletrônicos,Davi Lucas,Eduardo,2024-05-23,3605.84
Notebook,Eletrônicos,Davi Lucca,Ana,2024-07-21,9987.93
Notebook,Eletrônicos,Davi Lucca,Bruno,2024-03-20,3472.47
Notebook,Eletrônicos,Davi Lucca,Eduardo,2024-04-18,10127.91
Notebook,Eletrônicos,Davi Lucca,Eduardo,2024-10-11,12651.68
Notebook,Eletrônicos,Davi Luiz,Carlos,2024-06-24,7315.4
Notebook,Eletrônicos,Davi Luiz,Eduardo,2024-06-23,11222.91
Notebook,Eletrônicos,Davi Miguel,Bruno,2024-10-19,13936.0
Notebook,Eletrônicos,Davi Miguel,Carlos,2024-11-29,3198.58
Notebook,Eletrônicos,Davi Miguel,Daniela,2024-07-06,10603.17
Notebook,Eletrônicos,Diego,Ana,2024-06-24,3367.7
Notebook,Eletrônicos,Diego,Daniela,2024-07-14,13409.72
Notebook,Eletrônicos,Diego,Eduardo,2024-07-10,10859.43
Notebook,Eletrônicos,Diogo,Ana,2024-02-11,14048.2
Notebook,Eletrônicos,Diogo,Ana,2024-08-06,3774.96
Notebook,Eletrônicos,Diogo,Bruno,2024-08-23,6830.82
Notebook,Eletrônicos,Diogo,Daniela,2024-04-04,13117.2
Notebook,Eletrônicos,Dom,Bruno,2024-01-13,10955.099999999999
Notebook,Eletrônicos,Dom,Bruno,2024-05-04,6738.48
Notebook,Eletrônicos,Dom,Bruno,2024-08-18,3325.28
Notebook,Eletrônicos,Dom,Daniela,2024-08-15,10025.7
Notebook,Eletrônicos,Dom,Daniela,2024-09-14,3759.55
Notebook,Eletrônicos,Dom,Eduardo,2024-08-19,7607.56
Notebook,Eletrônicos,Dom,Eduardo,2024-09-27,13959.04
Notebook,Eletrônicos,Eduarda,Ana,2024-04-15,3302.96
Notebook,Eletrônicos,Eduarda,Daniela,2024-05-30,10166.25
Notebook,Eletrônicos,Eduarda,Eduardo,2024-05-12,7215.1
Notebook,Eletrônicos,Eduardo,Eduardo,2024-03-30,7331.56
Notebook,Eletrônicos,Elisa,Ana,2024-05-06,3715.62
Notebook,Eletrônicos,Elisa,Ana,2024-07-05,6814.34
Notebook,Eletrônicos,Elisa,Eduardo,2024-09-15,6552.5
Notebook,Eletrônicos,Eloah,Bruno,2024-08-31,10897.289999999999
Notebook,Eletrônicos,Eloah,Carlos,2024-07-09,11437.86
Notebook,Eletrônicos,Eloah,Daniela,2024-03-21,7004.76
Notebook,Eletrônicos,Eloah,Eduardo,2024-09-12,3600.54
Notebook,Eletrônicos,Emanuella,Ana,2024-09-28,3165.78
Notebook,Eletrônicos,Emanuella,Carlos,2024-07-29,11488.56
Notebook,Eletrônicos,Emanuella,Eduardo,2024-04-09,10810.289999999999
Notebook,Eletrônicos,Emilly,Ana,2024-08-23,6669.18
Notebook,Eletrônicos,Emilly,Bruno,2024-07-05,3569.29
Notebook,Eletrônicos,Emilly,Carlos,2024-07-11,13274.68
Notebook,Eletrônicos,Enrico,Daniela,2024-02-26,3460.75
Notebook,Eletrônicos,Enzo,Ana,2024-03-11,3263.11
Notebook,Eletrônicos,Enzo,Ana,2024-04-16,9881.22
Notebook,Eletrônicos,Enzo,Bruno,2024-08-14,12806.64
Notebook,Eletrônicos,Enzo Gabriel,Ana,2024-04-26,13384.32
Notebook,Eletrônicos,Enzo Gabriel,Ana,2024-08-12,10666.74
Notebook,Eletrônicos,Enzo Gabriel,Ana,2024-09-06,7124.22
Notebook,Eletrônicos,Enzo Gabriel,Bruno,2024-04-30,14628.4
Notebook,Eletrônicos,Erick,Carlos,2024-05-01,3724.18
Notebook,Eletrônicos,Ester,Ana,2024-01-19,3295.8
Notebook,Eletrônicos,Ester,Bruno,2024-07-05,6959.74
Notebook,Eletrônicos,Ester,Carlos,2024-08-24,9746.34
Notebook,Eletrônicos,Ester,Carlos,2024-09-17,3498.35
Notebook,Eletrônicos,Ester,Eduardo,2024-07-05,9768.03
Notebook,Eletrônicos,Esther,Bruno,2024-12-01,7428.3
Notebook,Eletrônicos,Esther,Eduardo,2024-05-26,10119.27
Notebook,Eletrônicos,Esther,Eduardo,2024-08-20,3220.99
Notebook,Eletrônicos,Esther,Eduardo,2024-09-04,12714.48
Notebook,Eletrônicos,Evelyn,Bruno,2024-04-24,7188.5
Notebook,Eletrônicos,Evelyn,Bruno,2024-08-20,13335.16
Notebook,Eletrônicos,Evelyn,Carlos,2024-05-13,7431.36
Notebook,Eletrônicos,Evelyn,Carlos,2024-05-18,7113.74
Notebook,Eletrônicos,Evelyn,Daniela,2024-04-13,10702.98
Notebook,Eletrônicos,Evelyn,Eduardo,2024-06-04,7140.74
Notebook,Eletrônicos,Felipe,Ana,2024-07-29,3428.12
Notebook,Eletrônicos,Felipe,Eduardo,2024-01-28,13956.68
Notebook,Eletrônicos,Felipe,Eduardo,2024-04-23,11433.69
Notebook,Eletrônicos,Fernanda,Ana,2024-08-29,10930.56
Notebook,Eletrônicos,Fernanda,Daniela,2024-10-20,9484.98
Notebook,Eletrônicos,Fernando,Ana,2024-01-08,13463.56
Notebook,Eletrônicos,Fernando,Bruno,2024-07-24,11083.08
Notebook,Eletrônicos,Fernando,Carlos,2024-09-14,7652.98
Notebook,Eletrônicos,Francisco,Bruno,2024-04-04,13166.92
Notebook,Eletrônicos,Francisco,Carlos,2024-06-30,10464.960000000001
Notebook,Eletrônicos,Gabriela,Daniela,2024-02-07,11083.619999999999
Notebook,Eletrônicos,Gabriela,Eduardo,2024-02-18,10850.43
Notebook,Eletrônicos,Gabriela,Eduardo,2024-07-07,7324.26
Notebook,Eletrônicos,Gabrielly,Bruno,2024-09-25,3636.25
Notebook,Eletrônicos,Gabrielly,Eduardo,2024-07-29,6604.74
Notebook,Eletrônicos,Gael,Ana,2024-07-08,6776.66
Notebook,Eletrônicos,Gael,Carlos,2024-05-01,3582.22
Notebook,Eletrônicos,Gael,Carlos,2024-09-30,6985.86
Notebook,Eletrônicos,Gael,Eduardo,2024-08-08,6395.9
Notebook,Eletrônicos,Gael Henrique,Carlos,2024-11-12,3736.08
Notebook,Eletrônicos,Gael Henrique,Carlos,2024-12-22,3745.19
Notebook,Eletrônicos,Giovanna,Ana,2024-10-11,14725.44
Notebook,Eletrônicos,Giovanna,Bruno,2024-05-30,14073.96
Notebook,Eletrônicos,Giovanna,Carlos,2024-07-05,6403.94
Notebook,Eletrônicos,Guilherme,Ana,2024-10-15,14131.72
Notebook,Eletrônicos,Gustavo,Ana,2024-03-21,3753.18
Notebook,Eletrônicos,Gustavo,Bruno,2024-02-10,10500.84
Notebook,Eletrônicos,Gustavo Henrique,Ana,2024-09-07,3580.93
Notebook,Eletrônicos,Gustavo Henrique,Bruno,2024-08-29,3158.48
Notebook,Eletrônicos,Gustavo Henrique,Carlos,2024-05-13,15016.32
Notebook,Eletrônicos,Hadassa,Daniela,2024-07-09,9749.16
Notebook,Eletrônicos,Hadassa,Daniela,2024-08-24,14040.64
Notebook,Eletrônicos,Heitor,Daniela,2024-12-13,13703.68
Notebook,Eletrônicos,Helena,Ana,2024-12-01,7029.76
Notebook,Eletrônicos,Helena,Bruno,2024-02-06,6618.84
Notebook,Eletrônicos,Helena,Daniela,2024-07-30,6560.34
Notebook,Eletrônicos,Hellena,Ana,2024-04-29,3359.08
Notebook,Eletrônicos,Hellena,Ana,2024-07-15,6740.76
Notebook,Eletrônicos,Hellena,Ana,2024-12-28,7182.34
